job_index	condition	stage	method	pocket	seed	num_samples	tag
0	single_pass	single	pocket2mol	1IEP	97	500	single-pass-single-pocket2mol-1iep-s97-n500-r02
1	single_pass	single	pocket2mol	2HYY	109	500	single-pass-single-pocket2mol-2hyy-s109-n500-r02
